AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
-0.80,7.88,8.98,7.88,-609,55.69,52,101,1376,14.39,22,0.32,21.99,SmoothCondition,LowCongestionCondition,1
-0.80,11.71,8.98,3.83,-0.59,1.18,52,111,2037,28.02,24,0.34,22.10,SmoothCondition,LowCongestionCondition,1
-0.80,15.99,09.09,4.28,-699,73.73,52,116,1078,12.84,24,0.39,22.13,SmoothCondition,LowCongestionCondition,1
-0.80,16.89,9.27,0.90,-855,58.04,52,108,1336,16.22,21,0.38,22.17,SmoothCondition,LowCongestionCondition,1
-1.00,20.94,9.56,04.05,-926,45.88,52,114,1621,19.13,22,0.36,22.21,SmoothCondition,LowCongestionCondition,1
-1.00,24.32,9.95,3.38,-1.02,42.75,53,122,1816,24.70,23,0.41,22.26,SmoothCondition,LowCongestionCondition,1
-1.00,27.47,10.41,3.15,-992,32.16,53,129,2050,20.07,23,0.44,22.26,SmoothCondition,LowCongestionCondition,1
-0.80,29.72,10.91,2.25,-1.04,34.51,53,121,2204,27.56,22,0.43,22.30,SmoothCondition,LowCongestionCondition,0
-0.20,31.98,11.44,2.25,-1.12,30.20,53,128,2347,24.39,22,0.46,22.32,SmoothCondition,LowCongestionCondition,0
0.20,33.78,12.00,1.80,-1.18,36.86,53,126,2466,25.14,21,0.48,22.33,SmoothCondition,LowCongestionCondition,0
0.20,35.35,12.59,1.58,-1.16,2.35,53,130,2574,23.89,21,0.46,22.32,SmoothCondition,LowCongestionCondition,0
0.30,36.03,13.19,0.68,-1.24,71.37,54,112,1509,18.69,20,0.50,22.28,SmoothCondition,LowCongestionCondition,0
0.20,37.61,13.82,1.58,-1.32,69.41,54,123,1666,23.25,20,0.56,22.26,SmoothCondition,LowCongestionCondition,0
0.40,40.53,14.49,2.93,-1.37,64.71,54,148,1785,26.95,21,0.58,22.25,SmoothCondition,LowCongestionCondition,0
0.70,43.46,15.22,2.93,-1.37,49.41,54,154,1904,30.43,21,0.63,22.25,SmoothCondition,LowCongestionCondition,0
0.80,45.94,15.98,2.48,-1.41,31.37,55,138,1999,29.03,20,0.66,22.24,SmoothCondition,LowCongestionCondition,0
0.70,46.84,16.58,0.90,-1.38,40.39,55,132,1995,26.93,20,0.63,22.21,SmoothCondition,LowCongestionCondition,0
0.10,47.51,17.15,0.68,-1.43,29.41,55,119,2041,17.96,20,0.64,22.10,SmoothCondition,LowCongestionCondition,0
0.40,47.96,17.68,0.45,-1.25,36.86,55,116,2033,14.71,19,0.55,21.93,SmoothCondition,LowCongestionCondition,0
0.50,47.96,18.15,0.00,-1.2,38.43,56,122,2063,19.99,19,0.57,21.84,SmoothCondition,LowCongestionCondition,1
0.40,48.86,18.56,0.90,-1,30.98,56,120,2091,20.31,20,0.50,21.75,SmoothCondition,LowCongestionCondition,1
0.20,49.09,18.88,0.23,-949,0.00,56,110,1981,22.19,19,0.46,21.68,SmoothCondition,LowCongestionCondition,1
-0.10,47.06,19.10,-2.03,-762,3.14,56,105,1981,21.11,20,0.38,21.62,SmoothCondition,LowCongestionCondition,1
-0.10,45.26,19.28,-1.80,-566,0.00,56,105,1886,19.75,19,0.36,21.55,SmoothCondition,LowCongestionCondition,1
0.20,42.56,19.37,-2.70,-434,0.00,56,106,1760,18.33,20,0.31,21.48,SmoothCondition,LowCongestionCondition,1
0.30,39.86,19.39,-2.70,-293,0.00,57,105,1651,17.29,19,0.24,21.42,SmoothCondition,LowCongestionCondition,1
0.50,37.38,19.36,-2.48,-332,36.08,57,104,1547,16.20,19,0.22,21.36,SmoothCondition,LowCongestionCondition,1
0.70,35.58,19.32,-1.80,-0.23,38.04,57,108,1525,13.18,19,0.31,21.26,SmoothCondition,LowCongestionCondition,1
0.70,36.03,19.34,0.45,-937,0.00,57,108,1521,15.07,18,0.25,21.19,SmoothCondition,LowCongestionCondition,1
0.80,34.45,19.36,-1.58,-547,39.61,57,104,1483,11.56,18,0.24,21.07,SmoothCondition,LowCongestionCondition,1
0.90,33.33,19.43,-1.13,-195,39.61,57,104,1436,10.72,17,0.22,20.94,SmoothCondition,LowCongestionCondition,1
1.40,6.53,17.17,-2.70,641,29.41,49,99,850,5.52,16,-0.34,22.23,SmoothCondition,LowCongestionCondition,1
0.90,3.38,17.23,-3.15,699,29.02,49,99,853,5.62,17,-0.39,22.23,SmoothCondition,LowCongestionCondition,0
1.00,0.68,17.24,-2.70,711,29.80,49,99,813,5.28,17,-0.43,22.23,SmoothCondition,LowCongestionCondition,0
1.00,0.00,17.24,-0.68,711,30.59,49,99,803,5.19,17,-0.31,22.23,SmoothCondition,LowCongestionCondition,0
0.70,0.00,17.24,0.00,797,32.16,49,99,807,5.17,17,-0.29,22.23,SmoothCondition,LowCongestionCondition,0
0.80,0.00,17.24,0.00,828,34.51,49,99,815,5.21,17,-0.30,22.23,SmoothCondition,LowCongestionCondition,1
0.70,0.00,17.24,0.00,758,35.69,49,99,783,5.16,17,-0.28,22.23,SmoothCondition,LowCongestionCondition,1
0.30,0.00,17.24,0.00,621,54.90,49,99,1004,6.83,18,-0.25,22.23,SmoothCondition,LowCongestionCondition,1
0.00,0.00,17.24,0.00,0.68,23.92,49,99,967,7.32,18,-0.25,22.37,SmoothCondition,LowCongestionCondition,1
-0.10,0.00,17.24,0.00,617,29.41,49,99,880,05.02,18,-0.29,22.37,SmoothCondition,LowCongestionCondition,1
0.00,0.00,17.24,0.00,484,70.20,49,99,792,5.40,18,-0.22,22.37,SmoothCondition,LowCongestionCondition,1
-0.10,0.00,17.24,0.00,172,77.65,49,99,1102,11.49,18,-0.06,22.37,SmoothCondition,LowCongestionCondition,1
0.00,0.00,17.24,0.00,-859,46.67,49,102,1263,14.71,21,0.04,22.50,SmoothCondition,LowCongestionCondition,1
0.60,11.26,17.43,11.26,-312,47.06,49,111,1793,16.92,22,0.26,22.59,SmoothCondition,LowCongestionCondition,1
0.80,13.29,17.65,02.03,-512,78.43,49,106,1029,10.94,20,0.37,22.62,SmoothCondition,LowCongestionCondition,1
0.80,15.99,17.91,2.70,-758,72.16,49,106,1332,15.40,21,0.43,22.66,SmoothCondition,LowCongestionCondition,1
0.90,20.04,18.25,04.05,-992,72.16,49,116,1657,22.21,22,0.56,22.71,SmoothCondition,LowCongestionCondition,1
1.00,24.09,18.65,04.05,-1.13,69.41,50,136,1987,32.19,23,0.56,22.79,SmoothCondition,LowCongestionCondition,1
1.10,29.72,19.14,5.63,-1.32,56.47,50,164,2351,42.31,24,0.68,22.88,SmoothCondition,LowCongestionCondition,1
1.30,34.00,19.71,4.28,-1.45,41.57,50,165,2102,21.39,23,0.74,22.86,SmoothCondition,LowCongestionCondition,0
1.60,34.68,20.29,0.68,-1.58,72.94,50,119,1533,19.59,20,0.84,22.81,SmoothCondition,LowCongestionCondition,0
2.60,36.70,20.90,02.03,-1.64,62.75,50,125,1641,20.60,20,0.86,22.75,SmoothCondition,LowCongestionCondition,0
2.60,38.73,21.55,02.03,-1.61,38.82,51,119,1680,12.55,20,0.81,22.53,SmoothCondition,LowCongestionCondition,0
2.80,39.18,22.20,0.45,-1.57,7.45,51,104,1618,16.20,19,0.79,22.42,SmoothCondition,LowCongestionCondition,0
3.00,37.83,22.83,-1.35,-1.51,0.00,51,104,1519,14.30,19,0.77,22.29,SmoothCondition,LowCongestionCondition,0
3.20,35.35,23.28,-2.48,-1.39,0.00,51,103,1410,14.73,20,0.73,22.20,SmoothCondition,LowCongestionCondition,0
3.50,32.88,23.63,-2.48,-1.25,0.00,52,102,1271,13.18,19,0.68,22.11,SmoothCondition,LowCongestionCondition,0
3.50,29.50,23.90,-3.38,-1.09,0.00,52,101,1121,10.67,19,0.61,21.99,SmoothCondition,LowCongestionCondition,0
3.60,26.57,24.11,-2.93,-961,32.94,52,100,1123,7.34,18,0.54,21.82,SmoothCondition,LowCongestionCondition,0
3.70,20.94,24.16,-5.63,-719,20.39,52,100,923,5.28,16,0.40,21.70,SmoothCondition,LowCongestionCondition,1
2.70,12.38,24.01,-8.56,-555,26.27,52,99,861,5.26,16,0.32,21.76,SmoothCondition,LowCongestionCondition,1
2.10,4.95,23.68,-7.43,-297,28.24,52,99,849,5.26,15,0.20,21.76,SmoothCondition,LowCongestionCondition,0
1.70,1.35,23.25,-3.60,-184,28.24,52,99,810,4.97,16,0.16,21.76,SmoothCondition,LowCongestionCondition,0
1.40,0.00,22.77,-1.35,-102,29.41,52,99,800,5.12,16,0.04,21.76,SmoothCondition,LowCongestionCondition,0
1.10,0.00,22.26,0.00,546,29.41,52,99,797,4.87,16,-0.02,21.76,SmoothCondition,LowCongestionCondition,0
0.70,0.00,21.73,0.00,203,30.20,52,99,792,4.87,17,-0.07,21.76,SmoothCondition,LowCongestionCondition,0
0.60,0.00,21.18,0.00,394,31.37,52,99,805,05.09,17,-0.12,21.76,SmoothCondition,LowCongestionCondition,0
0.30,0.00,20.60,0.00,543,33.73,52,99,847,4.85,17,-0.16,21.76,SmoothCondition,LowCongestionCondition,0
-0.10,0.00,20.01,0.00,601,29.41,52,99,807,5.28,17,-0.25,21.76,SmoothCondition,LowCongestionCondition,0
-0.10,0.00,19.42,0.00,652,32.16,52,99,806,5.36,18,-0.27,21.76,SmoothCondition,LowCongestionCondition,1
-0.10,0.00,18.80,0.00,738,35.29,52,99,844,4.99,18,-0.36,21.76,SmoothCondition,LowCongestionCondition,1
-0.10,0.00,18.13,0.00,769,28.63,52,99,814,5.46,18,-0.37,21.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,17.44,0.00,769,30.59,52,99,793,4.95,18,-0.33,21.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,16.74,0.00,723,29.41,52,99,803,5.14,18,-0.31,21.76,SmoothCondition,LowCongestionCondition,1
0.40,38.28,30.25,-1.13,-707,25.49,60,104,1660,11.78,19,0.44,19.36,SmoothCondition,LowCongestionCondition,1
0.00,38.96,30.12,0.68,-719,23.14,60,102,1660,10.69,18,0.42,19.21,SmoothCondition,LowCongestionCondition,1
-0.50,39.18,29.98,0.23,-629,16.86,60,101,1671,10.50,18,0.47,19.04,SmoothCondition,LowCongestionCondition,1
-0.70,38.96,29.83,-0.23,-602,18.04,60,101,1638,10.36,18,0.32,18.88,SmoothCondition,LowCongestionCondition,1
-1.90,38.51,29.67,-0.45,-0.48,0.00,60,101,1577,10.40,18,0.30,18.72,SmoothCondition,LowCongestionCondition,1
-2.20,37.38,29.48,-1.13,-406,2.35,60,103,1514,13.60,19,0.24,18.64,SmoothCondition,LowCongestionCondition,1
-2.20,36.25,29.27,-1.13,-305,07.06,60,101,1463,11.39,20,0.18,18.54,SmoothCondition,LowCongestionCondition,1
-1.50,34.45,29.06,-1.80,-187,0.00,60,102,1393,13.23,18,0.12,18.49,SmoothCondition,LowCongestionCondition,1
-0.90,33.10,28.86,-1.35,-547,0.00,60,102,1257,13.23,19,0.06,18.46,SmoothCondition,LowCongestionCondition,1
-0.80,30.40,28.65,-2.70,203,14.90,60,103,1257,12.80,19,-0.06,18.43,SmoothCondition,LowCongestionCondition,1
-0.60,24.99,28.41,-5.40,535,21.96,60,100,1045,5.96,18,-0.26,18.32,SmoothCondition,LowCongestionCondition,1
-0.30,17.11,28.07,-7.88,664,26.67,60,100,900,4.76,15,-0.38,18.26,SmoothCondition,LowCongestionCondition,1
-0.20,09.01,27.63,-8.11,726,27.45,60,99,857,5.26,15,-0.40,18.26,SmoothCondition,LowCongestionCondition,1
0.80,4.50,27.10,-4.50,765,26.67,60,99,852,5.12,16,-0.43,18.38,SmoothCondition,LowCongestionCondition,1
1.20,2.70,26.57,-1.80,762,25.49,60,99,805,4.99,16,-0.46,18.38,SmoothCondition,LowCongestionCondition,1
1.20,0.00,26.02,-2.70,0.75,26.27,60,99,805,4.39,16,-0.45,18.38,SmoothCondition,LowCongestionCondition,1
0.90,0.00,25.46,0.00,723,30.59,60,99,799,4.66,16,-0.45,18.38,SmoothCondition,LowCongestionCondition,1
0.70,0.00,24.95,0.00,726,31.37,60,99,783,4.65,16,-0.45,18.38,SmoothCondition,LowCongestionCondition,1
0.70,0.00,24.50,0.00,695,27.84,60,99,869,5.17,16,-0.43,18.38,SmoothCondition,LowCongestionCondition,1
0.50,0.00,24.13,0.00,687,38.43,60,99,778,4.76,17,-0.41,18.38,SmoothCondition,LowCongestionCondition,1
0.50,0.00,23.96,0.00,726,30.20,60,99,842,4.54,17,-0.44,18.38,SmoothCondition,LowCongestionCondition,1
0.40,0.00,23.88,0.00,691,42.75,60,99,933,05.07,17,-0.41,18.38,SmoothCondition,LowCongestionCondition,1
0.30,0.00,23.76,0.00,652,38.82,60,99,777,5.94,18,-0.38,18.38,SmoothCondition,LowCongestionCondition,1
0.10,0.00,23.55,0.00,621,42.75,60,99,1136,4.88,18,-0.25,18.43,SmoothCondition,LowCongestionCondition,1
0.00,0.00,23.29,0.00,637,25.49,60,100,993,7.46,18,-0.28,18.44,SmoothCondition,LowCongestionCondition,1
-0.20,7.43,23.10,7.43,566,38.04,60,101,1226,7.21,18,-0.22,18.42,SmoothCondition,LowCongestionCondition,1
-0.20,8.11,22.86,0.68,515,27.06,60,100,1226,8.88,20,-0.20,18.41,SmoothCondition,LowCongestionCondition,1
-0.10,9.46,22.62,1.35,441,24.71,60,99,1374,8.28,20,-0.16,18.40,SmoothCondition,LowCongestionCondition,1
0.10,9.68,22.36,0.23,281,25.10,60,100,1397,8.23,19,-0.10,18.38,SmoothCondition,LowCongestionCondition,1
0.40,9.91,22.08,0.23,937,24.71,60,100,1465,9.54,20,0.02,18.37,SmoothCondition,LowCongestionCondition,1
0.60,11.03,21.82,1.13,-168,23.92,60,100,1574,10.70,20,0.16,18.36,SmoothCondition,LowCongestionCondition,1
0.80,11.71,21.58,0.68,-242,16.47,61,101,1628,10.79,21,0.22,18.36,SmoothCondition,LowCongestionCondition,1
0.80,11.48,21.35,-0.23,-273,21.18,61,101,1534,9.29,20,0.26,18.35,SmoothCondition,LowCongestionCondition,1
0.60,10.58,21.09,-0.90,-301,21.96,61,100,1448,8.50,20,0.29,18.33,SmoothCondition,LowCongestionCondition,1
0.70,10.13,20.84,-0.45,-309,21.96,61,100,1380,8.66,19,0.31,18.32,SmoothCondition,LowCongestionCondition,1
0.80,9.68,20.60,-0.45,-289,16.47,61,99,1318,8.57,19,0.23,18.32,SmoothCondition,LowCongestionCondition,1
0.70,9.46,20.35,-0.23,-254,17.65,61,99,1223,10.46,18,0.22,18.32,SmoothCondition,LowCongestionCondition,1
0.70,7.43,20.08,-2.03,-187,25.88,61,100,900,4.73,19,0.18,18.31,SmoothCondition,LowCongestionCondition,1
0.50,6.98,19.85,-0.45,-156,28.63,61,100,848,5.19,16,0.17,18.31,SmoothCondition,LowCongestionCondition,1
0.50,2.93,19.58,-4.05,-117,27.06,61,99,850,5.29,17,0.14,18.31,SmoothCondition,LowCongestionCondition,1
0.50,1.13,19.32,-1.80,-133,29.02,61,99,806,4.87,17,0.17,18.31,SmoothCondition,LowCongestionCondition,1
0.50,0.00,19.07,-1.13,-105,29.02,61,99,799,4.54,17,0.15,18.31,SmoothCondition,LowCongestionCondition,1
0.70,0.00,18.81,0.00,-742,29.41,61,99,802,4.85,17,0.13,18.31,SmoothCondition,LowCongestionCondition,1
0.80,0.00,18.55,0.00,-313,33.73,61,99,797,4.87,17,0.12,18.31,SmoothCondition,LowCongestionCondition,1
1.50,33.10,19.53,-0.23,125,0.00,57,102,1351,13.06,18,0.08,20.87,SmoothCondition,LowCongestionCondition,1
1.30,30.62,19.70,-2.48,285,0.00,57,101,1239,11.28,18,-0.04,20.80,SmoothCondition,LowCongestionCondition,1
1.40,27.25,19.94,-3.38,734,0.00,57,101,1118,9.63,18,-0.22,20.72,SmoothCondition,LowCongestionCondition,1
1.30,22.07,20.23,-5.18,949,19.61,57,101,949,5.41,16,-0.41,20.60,SmoothCondition,LowCongestionCondition,1
1.20,10.13,20.38,-11.93,968,27.84,57,100,872,4.70,14,-0.43,20.64,SmoothCondition,LowCongestionCondition,1
1.00,4.73,20.45,-5.40,906,49.80,57,99,954,10.24,16,-0.40,20.73,SmoothCondition,LowCongestionCondition,1
0.80,7.66,20.58,2.93,843,41.96,57,102,1482,17.60,19,-0.34,20.81,SmoothCondition,LowCongestionCondition,1
0.40,12.61,20.79,4.95,0.75,71.37,57,119,1755,17.21,22,-0.30,20.87,SmoothCondition,LowCongestionCondition,1
0.30,15.31,21.05,2.70,714,61.96,57,110,1213,14.39,21,-0.30,20.90,SmoothCondition,LowCongestionCondition,1
0.20,19.14,21.37,3.83,644,36.86,57,113,1515,18.04,21,-0.31,20.94,SmoothCondition,LowCongestionCondition,1
0.10,22.52,21.74,3.38,554,25.49,57,112,1678,11.97,19,-0.28,20.91,SmoothCondition,LowCongestionCondition,1
-0.60,23.87,22.14,1.35,449,30.59,57,105,1744,11.16,18,-0.26,20.86,SmoothCondition,LowCongestionCondition,1
-1.10,25.22,22.56,1.35,386,26.27,57,105,1834,14.27,18,-0.18,20.84,SmoothCondition,LowCongestionCondition,1
-1.30,26.57,23.00,1.35,355,7.45,57,107,1927,14.82,19,-0.14,20.83,SmoothCondition,LowCongestionCondition,1
-1.40,26.57,23.44,0.00,304,16.86,57,107,1879,13.55,20,-0.11,20.80,SmoothCondition,LowCongestionCondition,1
-1.60,25.90,23.88,-0.68,328,16.47,57,105,1860,12.44,19,-0.13,20.77,SmoothCondition,LowCongestionCondition,1
-1.30,25.67,24.30,-0.23,289,15.69,58,104,1839,12.09,18,-0.21,20.73,SmoothCondition,LowCongestionCondition,1
-0.90,25.90,24.74,0.23,289,10.20,58,103,1807,11.85,18,-0.20,20.68,SmoothCondition,LowCongestionCondition,1
-1.40,25.45,25.16,-0.45,304,18.43,58,102,1747,11.44,18,-0.19,20.64,SmoothCondition,LowCongestionCondition,1
-1.60,23.87,25.56,-1.58,246,25.10,58,102,1713,10.69,18,-0.14,20.60,SmoothCondition,LowCongestionCondition,1
-1.60,24.54,25.97,0.68,257,0.39,58,102,1754,14.13,19,-0.10,20.59,SmoothCondition,LowCongestionCondition,1
-1.00,23.64,26.36,-0.90,0.23,0.00,58,103,1595,15.26,21,-0.08,20.59,SmoothCondition,LowCongestionCondition,1
-0.70,20.94,26.71,-2.70,-782,0.00,58,104,1419,13.08,20,0.05,20.60,SmoothCondition,LowCongestionCondition,1
-0.10,18.92,27.03,-2.03,-246,0.00,58,102,1271,13.31,19,0.14,20.62,SmoothCondition,LowCongestionCondition,1
0.20,16.89,27.31,-2.03,-172,6.67,58,102,1125,11.28,19,0.11,20.63,SmoothCondition,LowCongestionCondition,1
0.50,15.09,27.56,-1.80,-82,29.41,58,102,1043,5.81,16,0.09,20.57,SmoothCondition,LowCongestionCondition,1
0.60,15.09,27.81,0.00,-742,38.82,58,99,1105,7.43,16,-0.03,20.55,SmoothCondition,LowCongestionCondition,1
0.80,15.99,28.08,0.90,-742,50.98,58,99,1278,13.81,17,-0.01,20.57,SmoothCondition,LowCongestionCondition,1
1.20,18.92,28.39,2.93,-121,45.88,58,106,1482,17.80,20,-0.04,20.60,SmoothCondition,LowCongestionCondition,1
1.20,22.52,28.64,3.60,-137,41.18,58,114,1718,16.90,21,0.01,20.62,SmoothCondition,LowCongestionCondition,1
0.90,25.90,28.87,3.38,-0.18,41.96,58,124,1928,19.10,21,0.05,20.63,SmoothCondition,LowCongestionCondition,1
0.70,28.60,29.08,2.70,-195,38.82,58,129,2121,22.60,22,0.07,20.65,SmoothCondition,LowCongestionCondition,1
0.30,31.53,29.33,2.93,-0.18,14.51,58,120,2294,22.87,21,0.06,20.66,SmoothCondition,LowCongestionCondition,1
0.50,33.10,29.53,1.58,-285,67.06,58,112,1843,13.78,21,0.12,20.61,SmoothCondition,LowCongestionCondition,1
0.30,33.33,29.68,0.23,-363,74.51,59,123,1458,17.75,19,0.17,20.59,SmoothCondition,LowCongestionCondition,1
0.30,36.03,29.82,2.70,-387,66.67,59,133,1587,20.89,20,0.25,20.58,SmoothCondition,LowCongestionCondition,1
0.80,38.96,29.98,2.93,-426,30.59,59,123,1706,22.96,20,0.24,20.49,SmoothCondition,LowCongestionCondition,1
0.80,40.98,30.13,02.03,-488,24.31,59,109,1745,13.69,19,0.29,20.33,SmoothCondition,LowCongestionCondition,1
1.20,40.98,30.25,0.00,-465,31.37,59,108,1763,12.79,17,0.28,20.17,SmoothCondition,LowCongestionCondition,1
1.60,41.66,30.35,0.68,-434,3.14,59,107,1775,15.50,18,0.27,20.06,SmoothCondition,LowCongestionCondition,1
1.70,40.76,30.43,-0.90,-488,20.39,60,104,1712,11.57,19,0.33,19.90,SmoothCondition,LowCongestionCondition,1
1.80,39.41,30.46,-1.35,-527,21.18,60,103,1688,11.15,18,0.36,19.74,SmoothCondition,LowCongestionCondition,1
1.20,39.86,30.45,0.45,-0.57,0.00,60,102,1690,11.20,18,0.36,19.58,SmoothCondition,LowCongestionCondition,1
0.70,39.41,30.38,-0.45,-625,21.57,60,105,1631,16.78,20,0.41,19.50,SmoothCondition,LowCongestionCondition,1
0.30,17.79,13.24,-2.70,-207,0.00,64,102,1139,10.00,19,0.34,17.81,UnevenCondition,LowCongestionCondition,1
0.20,14.64,13.32,-3.15,-937,20.39,64,101,924,05.02,19,0.29,17.75,UnevenCondition,LowCongestionCondition,1
-0.20,8.78,13.28,-5.85,-625,26.27,64,100,860,4.82,15,0.20,17.74,UnevenCondition,LowCongestionCondition,1
-0.20,4.73,13.16,-4.05,-547,27.45,64,99,848,5.28,16,0.09,17.77,UnevenCondition,LowCongestionCondition,1
0.00,2.25,13.01,-2.48,-195,25.49,64,99,813,5.12,17,0.07,17.77,UnevenCondition,LowCongestionCondition,1
-0.10,0.00,12.83,-2.25,664,29.02,64,99,812,4.61,16,0.05,17.77,UnevenCondition,LowCongestionCondition,0
-0.10,0.00,12.66,0.00,141,29.02,64,99,801,4.61,16,0.02,17.77,UnevenCondition,LowCongestionCondition,0
-0.20,0.00,12.50,0.00,0.18,28.24,64,99,799,4.78,17,-0.02,17.77,UnevenCondition,LowCongestionCondition,0
-0.30,0.00,12.34,0.00,242,29.02,64,99,799,4.88,17,-0.05,17.77,UnevenCondition,LowCongestionCondition,0
-0.30,0.00,12.22,0.00,293,29.80,64,99,794,4.80,18,-0.05,17.77,UnevenCondition,LowCongestionCondition,0
-0.10,0.00,12.10,0.00,273,29.41,64,99,805,4.88,18,-0.05,17.77,UnevenCondition,LowCongestionCondition,0
0.00,0.00,12.05,0.00,277,28.24,64,99,796,4.90,18,-0.05,17.77,UnevenCondition,LowCongestionCondition,0
0.10,0.00,12.04,0.00,301,29.41,64,99,807,4.71,18,-0.07,17.77,UnevenCondition,LowCongestionCondition,0
-0.10,0.00,12.04,0.00,359,28.24,64,99,799,4.53,18,-0.08,17.77,UnevenCondition,LowCongestionCondition,0
0.00,0.00,12.04,0.00,383,28.24,64,99,803,4.59,18,-0.10,17.77,UnevenCondition,LowCongestionCondition,1
0.00,0.00,12.04,0.00,242,29.41,64,99,772,7.75,18,0.00,17.77,UnevenCondition,LowCongestionCondition,1
0.00,0.00,12.04,0.00,102,66.27,64,101,1091,09.01,21,0.05,17.77,UnevenCondition,LowCongestionCondition,1
0.00,0.00,12.04,0.00,141,16.08,64,101,1033,6.30,20,0.00,17.79,UnevenCondition,LowCongestionCondition,1
-0.60,6.53,12.14,6.53,234,33.73,64,100,998,6.11,19,0.11,17.81,UnevenCondition,LowCongestionCondition,1
-1.00,7.43,12.27,0.90,-586,21.18,64,100,1192,7.79,20,0.09,17.83,UnevenCondition,LowCongestionCondition,1
-1.40,8.33,12.27,0.90,-0.16,23.53,64,100,1177,7.50,20,0.13,17.84,UnevenCondition,LowCongestionCondition,1
-1.50,8.33,12.25,0.00,-266,27.84,64,99,1126,6.78,20,0.20,17.85,UnevenCondition,LowCongestionCondition,1
-1.30,8.33,12.25,0.00,-297,27.45,64,99,1171,7.65,19,0.22,17.90,UnevenCondition,LowCongestionCondition,1
-1.20,8.56,12.27,0.23,-379,20.78,64,99,1239,8.38,20,0.19,17.94,UnevenCondition,LowCongestionCondition,1
-1.30,8.78,12.28,0.23,-344,22.75,64,100,1142,6.39,19,0.15,17.96,UnevenCondition,LowCongestionCondition,1
-1.20,7.66,12.25,-1.13,-367,28.63,64,99,1009,6.49,18,0.16,18.00,UnevenCondition,LowCongestionCondition,1
-1.20,7.43,12.17,-0.23,-445,34.90,64,99,1087,7.31,19,0.16,18.06,UnevenCondition,LowCongestionCondition,1
-0.70,8.33,12.10,0.90,-547,37.25,64,99,1317,10.70,20,0.18,18.15,UnevenCondition,LowCongestionCondition,1
-0.50,10.58,12.05,2.25,-562,23.53,64,103,1719,14.56,21,0.20,18.27,UnevenCondition,LowCongestionCondition,1
0.00,13.29,12.01,2.70,-637,34.51,65,107,1555,10.31,23,0.18,18.34,UnevenCondition,LowCongestionCondition,1
0.10,13.74,11.95,0.45,-648,36.47,65,104,1031,10.38,20,0.20,18.41,UnevenCondition,LowCongestionCondition,1
0.10,15.31,11.92,1.58,-684,50.98,65,103,1135,8.18,20,0.21,18.47,UnevenCondition,LowCongestionCondition,1
-0.40,16.66,11.91,1.35,-746,53.33,65,101,1261,13.79,19,0.25,18.58,UnevenCondition,LowCongestionCondition,1
-0.40,18.69,11.96,02.03,-758,37.65,65,108,1446,13.52,21,0.25,18.66,UnevenCondition,LowCongestionCondition,1
-1.10,21.39,12.07,2.70,-785,33.73,65,108,1574,11.78,20,0.27,18.69,UnevenCondition,LowCongestionCondition,1
-1.30,22.74,12.20,1.35,-664,25.10,65,107,1670,11.97,20,0.24,18.72,UnevenCondition,LowCongestionCondition,1
-1.40,23.87,12.34,1.13,-562,22.35,65,106,1725,11.11,20,0.28,18.73,UnevenCondition,LowCongestionCondition,1
-1.30,23.64,12.45,-0.23,-586,23.14,65,104,1738,10.82,20,0.37,18.74,UnevenCondition,LowCongestionCondition,1
-1.60,24.77,12.61,1.13,-547,23.53,65,103,1749,11.18,20,0.34,18.80,UnevenCondition,LowCongestionCondition,1
-1.50,24.99,12.81,0.23,-641,23.14,65,104,1777,11.81,20,0.40,18.84,UnevenCondition,LowCongestionCondition,1
-1.70,25.22,12.99,0.23,-742,22.35,66,104,1788,11.86,20,0.47,18.81,UnevenCondition,LowCongestionCondition,1
-1.60,25.67,13.20,0.45,-695,31.37,66,105,1809,12.15,20,0.48,18.84,UnevenCondition,LowCongestionCondition,1
-1.30,26.12,13.42,0.45,-738,31.76,66,107,1892,15.93,21,0.48,18.85,UnevenCondition,LowCongestionCondition,1
-0.60,27.70,13.68,1.58,-695,24.71,66,112,1980,16.59,21,0.55,18.82,UnevenCondition,LowCongestionCondition,1
-2.60,96.15,92.43,2.25,82,87.06,81,224,2394,53.55,20,0.00,17.16,SmoothCondition,LowCongestionCondition,1
-2.30,98.63,92.92,2.48,117,81.18,81,220,2446,51.59,20,0.05,17.12,SmoothCondition,LowCongestionCondition,1
-2.70,100.66,93.41,02.03,-664,76.47,81,199,2479,47.19,19,0.11,17.06,SmoothCondition,LowCongestionCondition,1
